Date,Open,High,Low,Close,Adj Close,Volume,Name
2019-02-21,106.900002,109.480003,106.870003,109.410004,107.681450,29063200,MSFT
2019-02-22,110.050003,111.199997,109.820000,110.970001,109.216789,27763200,MSFT
2019-02-25,111.760002,112.180000,111.260002,111.589996,109.826996,23750600,MSFT
2019-02-26,111.260002,113.239998,111.169998,112.360001,110.584831,21536700,MSFT
2019-02-27,111.690002,112.360001,110.879997,112.169998,110.397835,21487100,MSFT
2019-02-28,112.040001,112.879997,111.730003,112.029999,110.260048,29083900,MSFT
2019-03-01,112.889999,113.019997,111.669998,112.529999,110.752151,23501200,MSFT
2019-03-04,113.019997,113.250000,110.800003,112.260002,110.486412,26608000,MSFT
2019-03-05,112.250000,112.389999,111.230003,111.699997,109.935257,19538300,MSFT
2019-03-06,111.870003,112.660004,111.430000,111.750000,109.984474,17687000,MSFT
2019-03-07,111.400002,111.550003,109.870003,110.389999,108.645958,25339000,MSFT
2019-03-08,109.160004,110.709999,108.800003,110.510002,108.764061,22818400,MSFT
2019-03-11,110.989998,112.949997,110.980003,112.830002,111.047417,26491600,MSFT
2019-03-12,112.820000,113.989998,112.650002,113.620003,111.824928,26132700,MSFT
2019-03-13,114.129997,115.000000,113.779999,114.500000,112.691025,35513800,MSFT
2019-03-14,114.540001,115.199997,114.330002,114.589996,112.779602,30763400,MSFT
2019-03-15,115.339996,117.250000,114.589996,115.910004,114.078751,54681100,MSFT
2019-03-18,116.169998,117.610001,116.050003,117.570000,115.712517,31207600,MSFT
2019-03-19,118.089996,118.440002,116.989998,117.650002,115.791260,37588700,MSFT
2019-03-20,117.389999,118.750000,116.709999,117.519997,115.663307,28113300,MSFT
2019-03-21,117.139999,120.820000,117.089996,120.220001,118.320663,29854400,MSFT
2019-03-22,119.500000,119.589996,117.040001,117.050003,115.200737,33624500,MSFT
2019-03-25,116.559998,118.010002,116.320000,117.660004,115.801117,27067100,MSFT
2019-03-26,118.620003,118.709999,116.849998,117.910004,116.047150,26097700,MSFT
2019-03-27,117.879997,118.209999,115.519997,116.769997,114.925156,22733400,MSFT
2019-03-28,117.440002,117.580002,116.129997,116.930000,115.082626,18334800,MSFT
2019-03-29,118.070000,118.320000,116.959999,117.940002,116.076683,25399800,MSFT
2019-04-01,118.949997,119.110001,118.099998,119.019997,117.139610,22789100,MSFT
2019-04-02,119.059998,119.480003,118.519997,119.190002,117.306923,18142300,MSFT
2019-04-03,119.860001,120.430000,119.150002,119.970001,118.074615,22860700,MSFT
2019-04-04,120.099998,120.230003,118.379997,119.360001,117.474251,20112800,MSFT
2019-04-05,119.389999,120.230003,119.370003,119.889999,117.995872,15826200,MSFT
2019-04-08,119.809998,120.019997,118.639999,119.930000,118.035233,15116200,MSFT
2019-04-09,118.629997,119.540001,118.580002,119.279999,117.395500,17612000,MSFT
2019-04-10,119.760002,120.349998,119.540001,120.190002,118.291138,16477200,MSFT
2019-04-11,120.540001,120.849998,119.919998,120.330002,118.428917,14209100,MSFT
2019-04-12,120.639999,120.980003,120.370003,120.949997,119.039124,19745100,MSFT
2019-04-15,120.940002,121.580002,120.570000,121.050003,119.137543,15792600,MSFT
2019-04-16,121.639999,121.650002,120.099998,120.769997,118.861961,14071800,MSFT
2019-04-17,121.239998,121.849998,120.540001,121.769997,119.846169,19300900,MSFT
2019-04-18,122.190002,123.519997,121.300003,123.370003,121.420891,27991000,MSFT
2019-04-22,122.620003,124.000000,122.570000,123.760002,121.804726,15648700,MSFT
2019-04-23,124.099998,125.580002,123.830002,125.440002,123.458191,24025500,MSFT
2019-04-24,125.790001,125.849998,124.519997,125.010002,123.034981,31257000,MSFT
2019-04-25,130.059998,131.369995,128.830002,129.149994,127.109573,38033900,MSFT
2019-04-26,129.699997,130.520004,129.020004,129.889999,127.837875,23654900,MSFT
2019-04-29,129.899994,130.179993,129.350006,129.770004,127.719780,16324200,MSFT
2019-04-30,129.809998,130.699997,129.389999,130.600006,128.536667,24166500,MSFT
2019-05-01,130.529999,130.649994,127.699997,127.879997,125.859627,26821700,MSFT
2019-05-02,127.980003,128.000000,125.519997,126.209999,124.216019,27350200,MSFT
2019-05-03,127.360001,129.429993,127.250000,128.899994,126.863518,24911100,MSFT
2019-05-06,126.389999,128.559998,126.110001,128.149994,126.125359,24239800,MSFT
2019-05-07,126.459999,127.180000,124.220001,125.519997,123.536911,36017700,MSFT
2019-05-08,125.440002,126.370003,124.750000,125.510002,123.527084,28419000,MSFT
2019-05-09,124.290001,125.790001,123.570000,125.500000,123.517242,27235800,MSFT
2019-05-10,124.910004,127.930000,123.820000,127.129997,125.121490,30915100,MSFT
2019-05-13,124.110001,125.550003,123.040001,123.349998,121.401199,33944900,MSFT
2019-05-14,123.870003,125.879997,123.699997,124.730003,122.759407,25266300,MSFT
2019-05-15,124.260002,126.709999,123.699997,126.019997,124.488129,24722700,MSFT
2019-05-16,126.750000,129.380005,126.459999,128.929993,127.362755,30112200,MSFT
2019-05-17,128.309998,130.460007,127.919998,128.070007,126.513222,25770500,MSFT
2019-05-20,126.519997,127.589996,125.760002,126.220001,124.685707,23706900,MSFT
2019-05-21,127.430000,127.529999,126.580002,126.900002,125.357445,15293300,MSFT
2019-05-22,126.620003,128.240005,126.519997,127.669998,126.118073,15396500,MSFT
2019-05-23,126.199997,126.290001,124.739998,126.180000,124.646194,23603800,MSFT
2019-05-24,126.910004,127.419998,125.970001,126.239998,124.705452,14123400,MSFT
2019-05-28,126.980003,128.000000,126.050003,126.160004,124.626442,23128400,MSFT
2019-05-29,125.379997,125.389999,124.040001,124.940002,123.421265,22763100,MSFT
2019-05-30,125.260002,125.760002,124.779999,125.730003,124.201653,16829600,MSFT
2019-05-31,124.230003,124.620003,123.320000,123.680000,122.176575,26646800,MSFT
2019-06-03,123.849998,124.370003,119.010002,119.839996,118.383247,37983600,MSFT
2019-06-04,121.279999,123.279999,120.650002,123.160004,121.662903,29382600,MSFT
2019-06-05,124.949997,125.870003,124.209999,125.830002,124.300446,24926100,MSFT
2019-06-06,126.440002,127.970001,125.599998,127.820000,126.266251,21459000,MSFT
2019-06-07,129.190002,132.250000,128.259995,131.399994,129.802719,33885600,MSFT
2019-06-10,132.399994,134.080002,132.000000,132.600006,130.988159,26477100,MSFT
2019-06-11,133.880005,134.240005,131.279999,132.100006,130.494232,23913700,MSFT
2019-06-12,131.399994,131.970001,130.710007,131.490005,129.891647,17084700,MSFT
2019-06-13,131.979996,133.000000,131.559998,132.320007,130.711548,17200800,MSFT
2019-06-14,132.259995,133.789993,131.639999,132.449997,130.839981,17821700,MSFT
2019-06-17,132.630005,133.729996,132.529999,132.850006,131.235123,14517800,MSFT
2019-06-18,134.190002,135.240005,133.570007,135.160004,133.517029,25934500,MSFT
2019-06-19,135.000000,135.929993,133.809998,135.690002,134.040604,23744400,MSFT
2019-06-20,137.449997,137.660004,135.720001,136.949997,135.285248,33042600,MSFT
2019-06-21,136.580002,137.729996,136.460007,136.970001,135.305038,36727900,MSFT
2019-06-24,137.000000,138.399994,137.000000,137.779999,136.105179,20628800,MSFT
2019-06-25,137.250000,137.589996,132.729996,133.429993,131.808044,33327400,MSFT
2019-06-26,134.350006,135.740005,133.600006,133.929993,132.301971,23657700,MSFT
2019-06-27,134.139999,134.710007,133.509995,134.149994,132.519287,16557500,MSFT
2019-06-28,134.570007,134.600006,133.160004,133.960007,132.331619,30043000,MSFT
2019-07-01,136.630005,136.699997,134.970001,135.679993,134.030701,22654200,MSFT
2019-07-02,136.119995,136.589996,135.339996,136.580002,134.919754,15237800,MSFT
2019-07-03,136.800003,137.740005,136.289993,137.460007,135.789063,13629300,MSFT
2019-07-05,135.940002,137.330002,135.720001,137.059998,135.393936,18141100,MSFT
2019-07-08,136.399994,137.100006,135.369995,136.960007,135.295151,16779700,MSFT
2019-07-09,136.000000,136.970001,135.800003,136.460007,134.801239,19953100,MSFT
2019-07-10,137.130005,138.580002,137.020004,137.850006,136.174347,24204400,MSFT
2019-07-11,138.199997,139.220001,137.869995,138.399994,136.717636,22327900,MSFT
2019-07-12,138.850006,139.130005,138.009995,138.899994,137.211563,18936800,MSFT
2019-07-15,139.440002,139.539993,138.460007,138.899994,137.211563,16651500,MSFT
2019-07-16,138.960007,139.050003,136.520004,137.080002,135.413681,22726100,MSFT
2019-07-17,137.699997,137.929993,136.220001,136.270004,134.613541,20211000,MSFT
2019-07-18,135.550003,136.619995,134.669998,136.419998,134.761719,30808700,MSFT
2019-07-19,140.220001,140.669998,136.449997,136.619995,134.959274,48992400,MSFT
2019-07-22,137.410004,139.190002,137.330002,138.429993,136.747269,25074900,MSFT
2019-07-23,139.759995,139.990005,138.029999,139.289993,137.596817,18034600,MSFT
2019-07-24,138.899994,140.740005,138.850006,140.720001,139.009445,20738300,MSFT
2019-07-25,140.429993,140.610001,139.320007,140.190002,138.485886,18356900,MSFT
2019-07-26,140.369995,141.679993,140.300003,141.339996,139.621902,19037600,MSFT
2019-07-29,141.500000,141.509995,139.369995,141.029999,139.315674,16605900,MSFT
2019-07-30,140.139999,141.220001,139.800003,140.350006,138.643936,16846500,MSFT
2019-07-31,140.330002,140.490005,135.080002,136.270004,134.613541,38598800,MSFT
2019-08-01,137.000000,140.940002,136.929993,138.059998,136.381760,40557500,MSFT
2019-08-02,138.089996,138.320007,135.259995,136.899994,135.235855,30791600,MSFT
2019-08-05,133.300003,133.929993,130.779999,132.210007,130.602890,42749600,MSFT
2019-08-06,133.800003,135.679993,133.210007,134.690002,133.052750,32696700,MSFT
2019-08-07,133.789993,135.649994,131.830002,135.279999,133.635544,33414500,MSFT
2019-08-08,136.600006,138.990005,135.929993,138.889999,137.201691,27496500,MSFT
2019-08-09,138.610001,139.380005,136.460007,137.710007,136.036041,23466700,MSFT
2019-08-12,137.070007,137.860001,135.240005,135.789993,134.139359,20476600,MSFT
2019-08-13,136.050003,138.800003,135.000000,138.600006,136.915222,25154600,MSFT
2019-08-14,136.360001,136.919998,133.669998,133.979996,132.792084,32527300,MSFT
2019-08-15,134.389999,134.580002,132.250000,133.679993,132.494751,28074400,MSFT
2019-08-16,134.880005,136.460007,134.720001,136.130005,134.923050,24449100,MSFT
2019-08-19,137.850006,138.550003,136.889999,138.410004,137.182831,24355700,MSFT
2019-08-20,138.210007,138.710007,137.240005,137.259995,136.043015,21170800,MSFT
2019-08-21,138.550003,139.490005,138.000000,138.789993,137.559433,14970300,MSFT
2019-08-22,138.660004,139.199997,136.289993,137.779999,136.558395,18697000,MSFT
2019-08-23,137.190002,138.350006,132.800003,133.389999,132.207321,38508600,MSFT
2019-08-26,134.990005,135.559998,133.899994,135.449997,134.249069,20312600,MSFT
2019-08-27,136.389999,136.720001,134.660004,135.740005,134.536484,23102100,MSFT
2019-08-28,134.880005,135.759995,133.550003,135.559998,134.358078,17393300,MSFT
2019-08-29,137.250000,138.440002,136.910004,138.119995,136.895386,20168700,MSFT
2019-08-30,139.149994,139.179993,136.270004,137.860001,136.637711,23940100,MSFT
2019-09-03,136.610001,137.199997,135.699997,136.039993,134.833832,18869300,MSFT
2019-09-04,137.300003,137.690002,136.479996,137.630005,136.409744,17995900,MSFT
2019-09-05,139.110001,140.380005,138.759995,140.050003,138.808273,26101800,MSFT
2019-09-06,140.029999,140.179993,138.199997,139.100006,137.866699,20824500,MSFT
2019-09-09,139.589996,139.750000,136.460007,137.520004,136.300720,25773900,MSFT
2019-09-10,136.800003,136.889999,134.509995,136.080002,134.873489,28903400,MSFT
2019-09-11,135.910004,136.270004,135.089996,136.119995,134.913101,24726100,MSFT
2019-09-12,137.850006,138.419998,136.869995,137.520004,136.300720,27010000,MSFT
2019-09-13,137.779999,138.059998,136.570007,137.320007,136.102478,23363100,MSFT
2019-09-16,135.830002,136.699997,135.660004,136.330002,135.121262,16731400,MSFT
2019-09-17,136.960007,137.520004,136.429993,137.389999,136.171875,17814200,MSFT
2019-09-18,137.360001,138.669998,136.529999,138.520004,137.291840,23982100,MSFT
2019-09-19,140.300003,142.369995,140.070007,141.070007,139.819244,35772100,MSFT
2019-09-20,141.009995,141.649994,138.250000,139.440002,138.203690,39167300,MSFT
2019-09-23,139.229996,139.630005,138.440002,139.139999,137.906342,17139300,MSFT
2019-09-24,140.360001,140.690002,136.880005,137.380005,136.161957,29773200,MSFT
2019-09-25,137.500000,139.960007,136.029999,139.360001,138.124390,21382000,MSFT
2019-09-26,139.440002,140.179993,138.440002,139.539993,138.302795,17456600,MSFT
2019-09-27,140.149994,140.360001,136.649994,137.729996,136.508835,22477700,MSFT
2019-09-30,138.050003,139.220001,137.779999,139.029999,137.797318,17280900,MSFT
2019-10-01,139.660004,140.250000,137.000000,137.070007,135.854706,21466600,MSFT
2019-10-02,136.250000,136.369995,133.580002,134.649994,133.456146,30521700,MSFT
2019-10-03,134.949997,136.750000,133.220001,136.279999,135.071701,24132900,MSFT
2019-10-04,136.750000,138.250000,136.419998,138.119995,136.895386,22897700,MSFT
2019-10-07,137.139999,138.179993,137.020004,137.119995,135.904251,15303700,MSFT
2019-10-08,137.080002,137.759995,135.619995,135.669998,134.467117,25550500,MSFT
2019-10-09,137.460007,138.699997,136.970001,138.240005,137.014328,19749900,MSFT
2019-10-10,138.490005,139.669998,138.250000,139.100006,137.866699,17654600,MSFT
2019-10-11,140.119995,141.029999,139.500000,139.679993,138.441544,25446000,MSFT
2019-10-14,139.690002,140.289993,139.520004,139.550003,138.312714,13304300,MSFT
2019-10-15,140.059998,141.789993,139.809998,141.570007,140.314804,19695700,MSFT
2019-10-16,140.789993,140.990005,139.529999,140.410004,139.165085,20751600,MSFT
2019-10-17,140.949997,141.419998,139.020004,139.690002,138.451462,21460600,MSFT
2019-10-18,139.759995,140.000000,136.559998,137.410004,136.191681,32273500,MSFT
2019-10-21,138.449997,138.500000,137.009995,138.429993,137.202621,20078200,MSFT
2019-10-22,138.970001,140.009995,136.259995,136.369995,135.160904,27431000,MSFT
2019-10-23,136.880005,137.449997,135.610001,137.240005,136.023209,29844600,MSFT
2019-10-24,139.389999,140.419998,138.669998,139.940002,138.699265,37029300,MSFT
2019-10-25,139.339996,141.139999,139.199997,140.729996,139.482239,25959700,MSFT
2019-10-28,144.399994,145.669998,143.509995,144.190002,142.911575,35280100,MSFT
2019-10-29,144.080002,144.500000,142.649994,142.830002,141.563629,20589500,MSFT
2019-10-30,143.520004,145.000000,142.789993,144.610001,143.327850,18496600,MSFT
2019-10-31,144.899994,144.929993,142.990005,143.369995,142.098831,24605100,MSFT
2019-11-01,144.259995,144.419998,142.970001,143.720001,142.445740,33128400,MSFT
2019-11-04,144.830002,145.000000,144.160004,144.550003,143.268387,16912000,MSFT
2019-11-05,144.970001,145.020004,143.910004,144.460007,143.179199,18250200,MSFT
2019-11-06,144.369995,144.520004,143.199997,144.059998,142.782715,16575800,MSFT
2019-11-07,143.839996,144.880005,143.770004,144.259995,142.980942,17786700,MSFT
2019-11-08,143.979996,145.990005,143.759995,145.960007,144.665878,16732700,MSFT
2019-11-11,145.339996,146.419998,144.729996,146.110001,144.814545,14362600,MSFT
2019-11-12,146.279999,147.570007,146.059998,147.070007,145.766037,18641600,MSFT
2019-11-13,146.740005,147.460007,146.279999,147.309998,146.003906,16919200,MSFT
2019-11-14,147.020004,148.410004,147.000000,148.059998,146.747253,19729800,MSFT
2019-11-15,148.929993,149.990005,148.270004,149.970001,148.640335,23485700,MSFT
2019-11-18,150.070007,150.550003,148.979996,150.339996,149.007050,21534000,MSFT
2019-11-19,150.880005,151.330002,150.199997,150.389999,149.056595,23935700,MSFT
2019-11-20,150.309998,150.839996,148.460007,149.619995,148.798019,25696800,MSFT
2019-11-21,149.399994,149.800003,148.500000,149.479996,148.658783,18576100,MSFT
2019-11-22,150.070007,150.300003,148.820007,149.589996,148.768188,15901800,MSFT
2019-11-25,150.000000,151.350006,149.919998,151.229996,150.399185,22420900,MSFT
2019-11-26,151.360001,152.419998,151.320007,152.029999,151.194794,24620100,MSFT
2019-11-27,152.330002,152.500000,151.520004,152.320007,151.483200,15184400,MSFT
2019-11-29,152.100006,152.300003,151.279999,151.380005,150.548370,11977300,MSFT
2019-12-02,151.809998,151.830002,148.320007,149.550003,148.728424,27418400,MSFT
2019-12-03,147.490005,149.429993,146.649994,149.309998,148.489731,24066000,MSFT
2019-12-04,150.139999,150.179993,149.199997,149.850006,149.026764,17574700,MSFT
2019-12-05,150.050003,150.320007,149.479996,149.929993,149.106323,17869100,MSFT
2019-12-06,150.990005,151.869995,150.270004,151.750000,150.916321,16403500,MSFT
2019-12-09,151.070007,152.210007,150.910004,151.360001,150.528473,16687400,MSFT
2019-12-10,151.289993,151.889999,150.759995,151.130005,150.299744,16476100,MSFT
2019-12-11,151.539993,151.869995,150.330002,151.699997,150.866592,18856600,MSFT
2019-12-12,151.649994,153.440002,151.020004,153.240005,152.398148,24612100,MSFT
2019-12-13,153.000000,154.889999,152.830002,154.529999,153.681061,23845400,MSFT
2019-12-16,155.110001,155.899994,154.820007,155.529999,154.675552,24144200,MSFT
2019-12-17,155.449997,155.710007,154.449997,154.690002,153.840179,25425600,MSFT
2019-12-18,154.300003,155.479996,154.179993,154.369995,153.521942,24129200,MSFT
2019-12-19,154.000000,155.770004,153.750000,155.710007,154.854584,24958900,MSFT
2019-12-20,157.350006,158.490005,156.289993,157.410004,156.545242,53477500,MSFT
2019-12-23,158.119995,158.119995,157.270004,157.410004,156.545242,17718200,MSFT
2019-12-24,157.479996,157.710007,157.119995,157.380005,156.515396,8989200,MSFT
2019-12-26,157.559998,158.729996,157.399994,158.669998,157.798309,14520600,MSFT
2019-12-27,159.449997,159.550003,158.220001,158.960007,158.086731,18412800,MSFT
2019-12-30,158.990005,159.020004,156.729996,157.589996,156.724243,16348400,MSFT
